id,time,tipo_informacion,num_serie_sismo,Update,Profundidad,mag,intencidad_max,title,nombre_area_epicentral,latitud,longitud
20230424062211,2023-04-24 06:25:00,anuncio,1,2023-04-24 06:22:00,622,3.6,1,Earthquake and Seismic Intensity Information,"Nanyo,  Ehime Prefecture",33.5000000,132.7000000
20230424010957,2023-04-24 01:13:00,anuncio,1,2023-04-24 01:09:00,471,3.5,1,Earthquake and Seismic Intensity Information,Off the Coast of Ibaraki Prefecture,36.7000000,141.1000000
20230424004252,2023-04-24 00:46:00,anuncio,1,2023-04-24 00:42:00,287,3.8,1,Earthquake and Seismic Intensity Information,Off the Coast of Miyagi Prefecture,37.9000000,141.7000000
20230423234505,2023-04-23 23:48:00,anuncio,1,2023-04-23 23:45:00,252,1.8,1,Earthquake and Seismic Intensity Information,"Aizu,  Fukushima Prefecture",37.0000000,139.3000000
20230423214559,2023-04-23 21:48:00,anuncio,1,2023-04-23 21:45:00,550,2.8,2,Earthquake and Seismic Intensity Information,Northern Wakayama Prefecture,34.0000000,135.3000000
20230423122956,2023-04-23 12:33:00,anuncio,1,2023-04-23 12:29:00,580,2.7,1,Earthquake and Seismic Intensity Information,Northern Okayama Prefecture,34.9000000,134.0000000
20230422205419,2023-04-22 20:57:00,anuncio,1,2023-04-22 20:54:00,390,2.5,2,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture",37.5000000,137.3000000
20230422194244,2023-04-22 19:45:00,anuncio,1,2023-04-22 19:42:00,193,2.4,2,Earthquake and Seismic Intensity Information,Off the Coast of Tomakomai,41.8000000,141.2000000
20230422143035,2023-04-22 14:34:00,anuncio,1,2023-04-22 14:30:00,471,3.4,2,Earthquake and Seismic Intensity Information,Off the Coast of Ibaraki Prefecture,36.4000000,140.7000000
20230422104137,2023-04-22 10:44:00,anuncio,1,2023-04-22 10:41:00,289,4.2,2,Earthquake and Seismic Intensity Information,Off the Coast of Fukushima Prefecture,37.2000000,141.4000000
20230422011013,2023-04-22 01:13:00,anuncio,1,2023-04-22 01:10:00,854,4.4,1,Earthquake and Seismic Intensity Information,Adjacent Sea of​ Ishigakijima Island,24.9000000,123.5000000
20230421214307,2023-04-21 21:46:00,anuncio,1,2023-04-21 21:43:00,286,3.9,1,Earthquake and Seismic Intensity Information,Off the Coast of Iwate Prefecture,40.3000000,142.5000000
20230421202533,2023-04-21 20:28:00,anuncio,1,2023-04-21 20:25:00,287,3.6,1,Earthquake and Seismic Intensity Information,Off the Coast of Miyagi Prefecture,38.7000000,141.9000000
20230421171617,2023-04-21 17:19:00,anuncio,1,2023-04-21 17:16:00,432,3.2,2,Earthquake and Seismic Intensity Information,"Central and western Mino, Gifu Prefecture",35.4000000,136.8000000
20230421162004,2023-04-21 16:23:00,anuncio,1,2023-04-21 16:20:00,911,5.6,4,Earthquake and Seismic Intensity Information,Adjacent Sea of​ Chichijima Island,27.0000000,141.5000000
20230421134642,2023-04-21 13:51:00,anuncio,1,2023-04-21 13:46:00,422,1.5,1,Earthquake and Seismic Intensity Information,Southern Nagano Prefecture,36.0000000,137.6000000
20230421030723,2023-04-21 03:10:00,anuncio,1,2023-04-21 03:07:00,511,2.5,1,Earthquake and Seismic Intensity Information,Southern Kyoto Prefecture,35.0000000,135.5000000
20230420123316,2023-04-20 12:36:00,anuncio,1,2023-04-20 12:33:00,390,3.3,3,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture",37.5000000,137.3000000
20230420094226,2023-04-20 09:46:00,anuncio,1,2023-04-20 09:42:00,911,4.4,1,Earthquake and Seismic Intensity Information,Adjacent Sea of​ Chichijima Island,26.9000000,141.5000000
20230420022326,2023-04-20 02:26:00,anuncio,1,2023-04-20 02:23:00,674,2.8,1,Earthquake and Seismic Intensity Information,Kiisuido Strait,34.0000000,135.1000000
20230419093800,2023-04-19 09:40:00,anuncio,1,2023-04-19 09:37:00,390,3.2,1,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture",37.5000000,137.2000000
20230418215615,2023-04-18 22:00:00,anuncio,1,2023-04-18 21:56:00,798,2.0,1,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands,29.8000000,129.9000000
20230418170322,2023-04-18 17:06:00,anuncio,1,2023-04-18 17:03:00,850,3.2,1,Earthquake and Seismic Intensity Information,Adjacent Sea of Okinawa Main Island,26.7000000,127.8000000
20230417143651,2023-04-17 14:39:00,anuncio,1,2023-04-17 14:36:00,289,3.5,1,Earthquake and Seismic Intensity Information,Off the Coast of Fukushima Prefecture,37.5000000,141.4000000
20230417071623,2023-04-17 07:20:00,anuncio,1,2023-04-17 07:16:00,422,3.3,3,Earthquake and Seismic Intensity Information,Southern Nagano Prefecture,36.0000000,137.6000000
20230417022515,2023-04-17 02:29:00,anuncio,1,2023-04-17 02:25:00,289,4.6,4,Earthquake and Seismic Intensity Information,Off the Coast of Fukushima Prefecture,37.2000000,141.4000000
20230417004550,2023-04-17 00:49:00,anuncio,1,2023-04-17 00:45:00,741,3.5,3,Earthquake and Seismic Intensity Information,"Kumamoto Region, Kumamoto Prefecture",32.7000000,130.6000000
20230416204825,2023-04-16 20:51:00,anuncio,1,2023-04-16 20:48:00,820,3.1,1,Earthquake and Seismic Intensity Information,Off the east Coast of Osumi Peninsula,31.5000000,131.5000000
20230416174209,2023-04-16 17:45:00,anuncio,1,2023-04-16 17:42:00,798,2.3,1,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands,29.9000000,130.1000000
20230416151441,2023-04-16 15:17:00,anuncio,1,2023-04-16 15:14:00,674,3.4,1,Earthquake and Seismic Intensity Information,Kiisuido Strait,33.7000000,135.1000000
20230415114100,2023-04-15 11:44:00,anuncio,1,2023-04-15 11:41:00,286,4.4,2,Earthquake and Seismic Intensity Information,Off the Coast of Iwate Prefecture,39.1000000,142.4000000
20230415092346,2023-04-15 09:26:00,anuncio,1,2023-04-15 09:23:00,189,3.7,2,Earthquake and Seismic Intensity Information,Off the southeast Coast of the Nemuro Peninsula,43.1000000,145.6000000
20230415072520,2023-04-15 07:28:00,anuncio,1,2023-04-15 07:25:00,473,3.0,1,Earthquake and Seismic Intensity Information,Off the east Coast of Chiba Prefecture,35.8000000,140.9000000
20230415005934,2023-04-15 01:02:00,anuncio,1,2023-04-15 00:59:00,580,3.1,2,Earthquake and Seismic Intensity Information,Northern Okayama Prefecture,35.1000000,133.4000000
20230415005323,2023-04-15 00:56:00,anuncio,1,2023-04-15 00:53:00,190,3.3,1,Earthquake and Seismic Intensity Information,Off the Coast of Kushiro,42.9000000,145.5000000
20230414111043,2023-04-14 11:13:00,anuncio,1,2023-04-14 11:10:00,289,3.8,1,Earthquake and Seismic Intensity Information,Off the Coast of Fukushima Prefecture,37.6000000,141.5000000
20230414100425,2023-04-14 10:07:00,anuncio,1,2023-04-14 10:04:00,911,4.2,1,Earthquake and Seismic Intensity Information,Adjacent Sea of​ Chichijima Island,27.0000000,141.5000000
20230414030843,2023-04-14 03:11:00,anuncio,1,2023-04-14 03:08:00,371,2.5,2,Earthquake and Seismic Intensity Information,"Chuetsu, Niigata Prefecture",36.8000000,138.7000000
20230414023638,2023-04-14 02:39:00,anuncio,1,2023-04-14 02:36:00,390,3.1,1,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture",37.5000000,137.2000000
20230413233338,2023-04-13 23:36:00,anuncio,1,2023-04-13 23:33:00,451,3.4,1,Earthquake and Seismic Intensity Information,Western Aichi Prefecture,35.3000000,136.9000000
20230413222453,2023-04-13 22:28:00,anuncio,1,2023-04-13 22:24:00,911,4.2,1,Earthquake and Seismic Intensity Information,Adjacent Sea of​ Chichijima Island,26.9000000,142.7000000
20230413153552,2023-04-13 15:39:00,anuncio,1,2023-04-13 15:35:00,191,3.5,1,Earthquake and Seismic Intensity Information,Off the Coast of Tokachi,42.6000000,143.8000000
20230413081302,2023-04-13 08:16:00,anuncio,1,2023-04-13 08:13:00,186,3.7,1,Earthquake and Seismic Intensity Information,Adjacent Kunashiri Island,43.5000000,145.9000000
20230413065448,2023-04-13 06:57:00,anuncio,1,2023-04-13 06:54:00,550,2.4,2,Earthquake and Seismic Intensity Information,Northern Wakayama Prefecture,34.0000000,135.3000000
20230413052904,2023-04-13 05:32:00,anuncio,1,2023-04-13 05:29:00,471,3.6,2,Earthquake and Seismic Intensity Information,Off the Coast of Ibaraki Prefecture,36.2000000,140.9000000
20230412174603,2023-04-12 17:49:00,anuncio,1,2023-04-12 17:46:00,289,4.1,3,Earthquake and Seismic Intensity Information,Off the Coast of Fukushima Prefecture,37.1000000,141.2000000
20230412163731,2023-04-12 16:40:00,anuncio,1,2023-04-12 16:37:00,471,2.8,1,Earthquake and Seismic Intensity Information,Off the Coast of Ibaraki Prefecture,36.4000000,140.8000000
20230412152020,2023-04-12 15:22:00,anuncio,1,2023-04-12 15:20:00,300,3.1,1,Earthquake and Seismic Intensity Information,Northern Ibaraki Prefecture,36.6000000,140.4000000
20230412125458,2023-04-12 12:59:00,anuncio,1,2023-04-12 12:54:00,570,3.9,3,Earthquake and Seismic Intensity Information,Eastern Shimane Prefecture,35.2000000,132.7000000
20230412051829,2023-04-12 05:21:00,anuncio,1,2023-04-12 05:18:00,432,2.7,1,Earthquake and Seismic Intensity Information,"Central and western Mino, Gifu Prefecture",35.8000000,137.1000000
20230412051100,2023-04-12 05:14:00,anuncio,1,2023-04-12 05:10:00,341,3.8,2,Earthquake and Seismic Intensity Information,Northwestern Chiba Prefecture,35.7000000,140.1000000
20230412004502,2023-04-12 00:48:00,anuncio,1,2023-04-12 00:44:00,911,4.2,1,Earthquake and Seismic Intensity Information,Adjacent Sea of​ Chichijima Island,27.0000000,141.6000000
20230412003824,2023-04-12 00:41:00,anuncio,1,2023-04-12 00:38:00,191,4.3,2,Earthquake and Seismic Intensity Information,Off the Coast of Tokachi,42.6000000,143.8000000
20230411091008,2023-04-11 09:14:00,anuncio,1,2023-04-11 09:09:00,911,4.5,1,Earthquake and Seismic Intensity Information,Adjacent Sea of​ Chichijima Island,27.0000000,142.7000000
20230411045618,2023-04-11 05:00:00,anuncio,1,2023-04-11 04:56:00,371,2.3,1,Earthquake and Seismic Intensity Information,"Chuetsu, Niigata Prefecture",37.4000000,138.8000000
